Unnamed: 0,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Real Face,Position,Release Clause,Wage_ok
12844,S. Oum Gouet,20,Cameroon,63,72,SCR Altach,€500K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€825K,1
12845,Tian Yinong,27,China PR,63,64,Jiangsu Suning FC,€425K,€4K,1.0,3.0,2.0,Medium/ High,No,RCM,€946K,1
12846,A. Omar,25,Kenya,63,66,KSV Cercle Brugge,€375K,€3K,1.0,3.0,3.0,Medium/ Medium,No,LB,€572K,1
12847,M. Broberg,27,Sweden,63,63,Odds BK,€375K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CM,€469K,1
12848,M. Caillard,24,France,63,69,En Avant de Guingamp,€375K,€3K,1.0,3.0,1.0,Medium/ Medium,No,GK,€825K,1
12849,H. Bonmann,24,Germany,63,69,TSV 1860 München,€375K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€619K,1
12850,C. Bravo,21,Argentina,63,74,Club Atlético Banfield,€550K,€2K,1.0,2.0,2.0,Low/ High,No,LB,€935K,1
12851,H. Rashidi,23,Sweden,63,68,AIK,€400K,€2K,1.0,4.0,3.0,Medium/ Medium,No,LWB,€550K,1
12852,Yu Ziqian,33,China PR,63,63,Dalian YiFang FC,€190K,€2K,1.0,1.0,1.0,Medium/ Medium,No,GK,€409K,1
12853,P. Digby,23,England,63,67,Forest Green Rovers,€400K,€3K,1.0,3.0,2.0,Medium/ High,No,LDM,€730K,1
12854,G. Fabiano,33,Italy,63,63,Venezia FC,€220K,€1K,1.0,3.0,2.0,High/ Medium,No,LW,€341K,1
12855,E. Andersson,22,Sweden,63,71,IK Sirius,€550K,€1K,1.0,2.0,3.0,Medium/ Medium,No,LM,€798K,1
12856,A. Gordyushenko,21,Russia,63,76,PFC CSKA Moscow,€700K,€1K,1.0,3.0,2.0,High/ Medium,No,CM,€2M,1
12857,S. Reddemann,22,Germany,63,70,SV Wehen Wiesbaden,€450K,€2K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€743K,1
12858,C. Lakin,19,England,63,79,Birmingham City,€775K,€3K,1.0,2.0,3.0,Medium/ Medium,No,CM,€2M,1
12859,Vallès,28,Spain,63,63,Sandefjord Fotball,€375K,€1K,1.0,3.0,3.0,Medium/ Medium,No,LDM,€469K,1
12860,T. Kruse,35,Germany,63,63,FC Energie Cottbus,€90K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€131K,1
12861,B. Soumaré,19,France,63,81,LOSC Lille,€775K,€3K,1.0,3.0,3.0,Medium/ Medium,No,CM,€2M,1
12863,Y. Hasegawa,30,Japan,63,63,Shimizu S-Pulse,€350K,€1K,1.0,3.0,3.0,High/ Medium,No,ST,€438K,1
12864,J. Bataille,19,Belgium,63,75,KV Oostende,€650K,€2K,1.0,3.0,3.0,High/ Medium,No,RM,€1.1M,1
12865,I. Twum,20,Ghana,63,78,IK Start,€800K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CM,€1.5M,1
12866,P. Diouf,29,Senegal,63,63,Kalmar FF,€375K,€1K,1.0,3.0,2.0,High/ Medium,No,RS,€469K,1
12867,S. Flinders,32,England,63,63,Cheltenham Town,€210K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€368K,1
12868,T. Bröker,33,Germany,63,63,SC Fortuna Köln,€220K,€1K,1.0,2.0,3.0,Medium/ Medium,No,RM,€319K,1
12870,A. Accardi,22,Italy,63,71,Palermo,€475K,€1K,1.0,3.0,2.0,Low/ High,No,CB,€855K,1
12871,K. Debaty,29,Belgium,63,64,Waasland-Beveren,€290K,€2K,1.0,3.0,1.0,Medium/ Medium,No,GK,€442K,1
12872,S. Kroll,21,Germany,63,72,VfL Sportfreunde Lotte,€425K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€701K,1
12873,F. Krogstad,23,Norway,63,71,Lillestrøm SK,€525K,€1K,1.0,2.0,2.0,High/ Medium,No,CM,€761K,1
12874,Pedro Díaz,20,Spain,63,74,Real Sporting de Gijón,€625K,€2K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.1M,1
12875,A. Kubalas,26,Turkey,63,66,MKE Ankaragücü,€375K,€4K,1.0,2.0,2.0,Low/ Medium,No,CB,€778K,1
12876,O. Sissoko,30,Mali,63,63,Le Havre AC,€240K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€420K,1
12877,A. Redmayne,29,Australia,63,63,Sydney FC,€250K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€313K,1
12878,L. O'Neill,26,England,63,64,Gillingham,€350K,€2K,1.0,2.0,2.0,Medium/ Medium,No,RB,€639K,1
12879,S. Braun,29,Germany,63,63,SC Preußen Münster,€290K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€421K,1
12880,Isi,22,Spain,63,72,Granada CF,€550K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CM,€990K,1
12881,S. Laird,30,England,63,63,Forest Green Rovers,€270K,€3K,1.0,3.0,2.0,High/ High,No,LB,€473K,1
12882,M. Grösch,24,Germany,63,68,FC Carl Zeiss Jena,€425K,€1K,1.0,4.0,2.0,Medium/ Medium,No,RCB,€648K,1
12883,M. Bartley,31,England,63,63,Hibernian,€325K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CM,€569K,1
12884,R. Nilsson,29,Sweden,63,63,Trelleborgs FF,€350K,€1K,1.0,3.0,2.0,Medium/ Medium,No,LCM,€438K,1
12885,P. Jones,32,England,63,63,Fleetwood Town,€210K,€2K,1.0,3.0,1.0,Medium/ Medium,No,GK,€368K,1
12886,M. Armellino,28,Italy,63,63,Lecce,€375K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CM,€581K,1
12887,E. Marxen,27,Denmark,63,64,Randers FC,€350K,€3K,1.0,2.0,2.0,Medium/ Medium,No,LCB,€464K,1
12888,Tan Tiancheng,27,China PR,63,64,Changchun Yatai FC,€425K,€3K,1.0,3.0,2.0,Medium/ Medium,No,ST,€946K,1
12889,A. McEneff,22,Republic of Ireland,63,72,Shamrock Rovers,€550K,€1K,1.0,3.0,2.0,High/ High,No,CM,€963K,1
12890,C. Andrew,31,England,63,63,Rochdale,€325K,€1K,1.0,3.0,2.0,High/ High,No,ST,€569K,1
12891,H. Amin,26,Afghanistan,63,64,SV Meppen,€350K,€1K,1.0,3.0,3.0,Medium/ Medium,No,LB,€534K,1
12892,R. Mišlov,30,Croatia,63,63,SKN St. Pölten,€270K,€3K,1.0,2.0,2.0,Medium/ High,No,RCM,€392K,1
12893,M. Berrío,21,Colombia,63,76,Atlético Huila,€625K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CB,€1.2M,1
12894,M. Pinnock,23,England,63,68,AFC Wimbledon,€500K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RM,€913K,1
12895,R. Lemus,26,Colombia,63,66,Itagüí Leones FC,€450K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€641K,1
12896,A. Chambers,37,England,63,63,Walsall,€120K,€1K,1.0,3.0,2.0,Low/ High,No,CM,€210K,1
12897,J. Barny,28,Sweden,63,63,Hammarby IF,€375K,€2K,1.0,4.0,3.0,Medium/ Medium,No,CM,€469K,1
12898,M. Epps,23,United States,63,69,Philadelphia Union,€500K,€2K,1.0,3.0,4.0,High/ Low,No,RM,€850K,1
12899,O. Gaines,20,United States,63,75,SV Darmstadt 98,€650K,€3K,1.0,3.0,3.0,High/ Low,No,LM,€1.2M,1
12900,J. Wright,28,England,63,63,Bradford City,€375K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CM,€656K,1
12901,P. Siegl,24,Austria,63,66,TSV Hartberg,€400K,€2K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€610K,1
12902,M. Marrone,31,Australia,63,63,Adelaide United,€240K,€1K,1.0,2.0,2.0,Medium/ High,No,RB,€300K,1
12903,B. Rotenberg,32,Finland,63,63,Lokomotiv Moscow,€200K,€1K,1.0,2.0,2.0,Medium/ Medium,No,RB,€420K,1
12904,S. Mmaee,21,Belgium,63,70,Sint-Truidense VV,€450K,€2K,1.0,3.0,2.0,Low/ Medium,No,CB,€765K,1
12905,L. Andrenacci,23,Italy,63,68,Brescia,€350K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€569K,1
12906,T. Ishikawa,26,Japan,63,63,Shonan Bellmare,€400K,€1K,1.0,3.0,2.0,Medium/ High,No,LCM,€500K,1
12907,T. Baumgart,20,Germany,63,73,FC Erzgebirge Aue,€600K,€1K,1.0,3.0,2.0,Medium/ Medium,No,RM,€1.1M,1
12909,Huang Zichang,21,China PR,63,73,Jiangsu Suning FC,€600K,€3K,1.0,3.0,2.0,High/ Low,No,RM,€1.4M,1
12910,L. Pons,28,Argentina,63,63,San Martin de Tucumán,€375K,€3K,1.0,3.0,2.0,High/ Medium,No,LS,€544K,1
12911,G. Alucema,25,Chile,63,66,CD Everton de Viña del Mar,€375K,€1K,1.0,2.0,2.0,Medium/ Medium,No,RB,€534K,1
12912,P. Heredia,28,Argentina,63,65,Belgrano de Córdoba,€300K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€458K,1
12913,A. Cistana,21,Italy,63,73,Brescia,€525K,€1K,1.0,3.0,2.0,Medium/ High,No,CB,€919K,1
12915,A. Bakayoko,22,Sierra Leone,63,68,Coventry City,€500K,€2K,1.0,3.0,2.0,Medium/ Medium,No,ST,€913K,1
12916,Montoro,23,Spain,63,70,UD Almería,€425K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RB,€744K,1
12917,Tang Shi,23,China PR,63,70,Guangzhou Evergrande Taobao FC,€525K,€3K,1.0,3.0,2.0,Medium/ Low,No,RM,€1.3M,1
12919,J. Rodríguez,24,Argentina,63,70,San Martín de San Juan,€450K,€2K,1.0,2.0,2.0,Medium/ Medium,No,CB,€743K,1
12920,O. Tounkara,28,France,63,63,La Berrichonne de Châteauroux,€375K,€2K,1.0,3.0,2.0,High/ Medium,No,RS,€656K,1
12921,Choi Jae Soo,35,Korea Republic,63,63,Gyeongnam FC,€80K,€1K,1.0,4.0,2.0,High/ Medium,No,LCB,€100K,1
12922,J. McNerney,28,England,63,64,Crawley Town,€325K,€2K,1.0,2.0,2.0,Low/ High,No,CB,€593K,1
12923,N. Fujita,31,Japan,63,63,Vissel Kobe,€325K,€2K,1.0,3.0,2.0,Medium/ Medium,Yes,CM,€406K,1
12924,D. Giraldo,20,Colombia,63,77,Rionegro Águilas,€725K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CDM,€1.4M,1
12926,S. Gbegnon,26,Togo,63,67,AS Béziers,€400K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€730K,1
12927,G. Rogers,36,Republic of Ireland,63,63,Dundalk,€50K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€78K,1
12928,Maximiano,23,Brazil,63,71,Minnesota United FC,€475K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€808K,1
12929,M. Al Dhaw,24,Sudan,63,66,Ohod Club,€475K,€4K,1.0,3.0,3.0,High/ Low,No,RM,€819K,1
12931,T. Schilk,26,Germany,63,65,Hallescher FC,€375K,€1K,1.0,4.0,2.0,Medium/ Medium,No,RWB,€572K,1
12932,A. Sharahili,24,Saudi Arabia,63,71,Al Hilal,€475K,€5K,1.0,3.0,2.0,Medium/ Medium,No,CB,€903K,1
12933,S. Pawłowski,31,Poland,63,63,Zagłębie Sosnowiec,€325K,€1K,1.0,3.0,3.0,High/ Medium,No,CAM,€439K,1
12934,K. Schwertfeger,29,Germany,63,63,KFC Uerdingen 05,€290K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€421K,1
12935,E. Baldini,21,Italy,63,74,Ascoli,€625K,€1K,1.0,4.0,3.0,High/ Low,No,LW,€1.1M,1
12936,O. Framelin,21,Cameroon,63,69,CD Nacional,€375K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€863K,1
12938,K. Osyra,25,Poland,63,68,Miedź Legnica,€425K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CB,€606K,1
12939,F. Cernuto,26,Italy,63,66,Venezia FC,€375K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CB,€609K,1
12941,R. Uldrikis,20,Latvia,63,78,FC Sion,€825K,€5K,1.0,3.0,2.0,High/ Medium,No,ST,€1.7M,1
12942,P. Wilson,21,Sweden,63,73,GIF Sundsvall,€600K,€1K,1.0,2.0,2.0,Medium/ Medium,No,LW,€870K,1
12943,A. Dijksteel,21,Netherlands,63,74,Charlton Athletic,€550K,€2K,1.0,2.0,2.0,Medium/ Medium,No,RB,€1.1M,1
12944,S. Pérez,27,Chile,63,64,CD Palestino,€290K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€413K,1
12945,S. Larsen,30,Norway,63,63,IK Start,€270K,€1K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€338K,1
12946,F. Barrientos,21,Chile,63,76,CD Palestino,€700K,€1K,1.0,3.0,2.0,Medium/ Medium,No,RM,€1.4M,1
12947,J. Putze,23,Germany,63,68,VfL Sportfreunde Lotte,€425K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€648K,1
12948,A. Al Sulayhim,24,Saudi Arabia,63,68,Al Shabab,€425K,€5K,1.0,4.0,3.0,Medium/ Medium,No,CDM,€733K,1
12949,Wanderson,29,Brazil,63,63,Jeonnam Dragons,€350K,€2K,1.0,3.0,3.0,High/ Medium,No,LM,€438K,1
12950,L. García,20,Colombia,63,72,Sevilla FC,€425K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€978K,1
12951,S. Pino,24,Chile,63,69,CD Universidad de Concepción,€525K,€1K,1.0,3.0,3.0,Medium/ Medium,No,ST,€840K,1
12952,Y. Matsushita,24,Japan,63,68,Vissel Kobe,€500K,€2K,1.0,2.0,2.0,High/ High,Yes,LM,€663K,1
12953,L. Rath,26,Austria,63,65,SV Mattersburg,€375K,€4K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€572K,1
12954,E. Mjelde,34,Norway,63,63,Sandefjord Fotball,€180K,€1K,1.0,4.0,3.0,High/ Medium,No,CM,€225K,1
12955,D. Buchanan,32,Northern Ireland,63,63,Northampton Town,€200K,€3K,1.0,2.0,2.0,Medium/ Medium,No,LB,€350K,1
12956,P. Pomykal,18,United States,63,78,FC Dallas,€750K,€1K,1.0,3.0,2.0,High/ Medium,No,RM,€1.6M,1
12957,J. O'Brien,30,Scotland,63,63,Bradford City,€350K,€3K,1.0,3.0,3.0,High/ Medium,No,CM,€613K,1
12958,Y. Tanaka,32,Japan,63,63,Cerezo Osaka,€200K,€2K,1.0,3.0,2.0,High/ High,No,RB,€250K,1
12959,B. Babiarz,29,Poland,63,63,Zagłębie Sosnowiec,€290K,€1K,1.0,3.0,2.0,Medium/ High,No,CDM,€392K,1
12960,M. Sans,30,France,63,63,Chamois Niortais Football Club,€270K,€1K,1.0,3.0,2.0,Low/ Medium,No,CB,€473K,1
12961,Fran Cruz,27,Spain,63,63,Miedź Legnica,€300K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CB,€405K,1
12962,S. Sama,25,Germany,63,68,Heracles Almelo,€425K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€648K,1
12963,D. Wiebe,24,Germany,63,66,SC Preußen Münster,€400K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€610K,1
12965,M. Spelmann,31,Denmark,63,63,Aarhus GF,€325K,€3K,1.0,3.0,2.0,High/ High,No,RM,€406K,1
12966,J. Beyer,18,Germany,63,80,Borussia Mönchengladbach,€675K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RB,€1.6M,1
12967,S. Robinson,26,Scotland,63,64,Livingston FC,€425K,€2K,1.0,3.0,2.0,Medium/ High,No,LS,€776K,1
12968,O. Berg,24,Norway,63,68,GIF Sundsvall,€475K,€1K,1.0,3.0,3.0,High/ High,No,CM,€629K,1
12969,J. Arctander Moe,22,Norway,63,72,Stabæk Fotball,€475K,€1K,1.0,3.0,2.0,Medium/ High,No,LB,€689K,1
12970,T. Hagn,23,Germany,63,68,SpVgg Unterhaching,€500K,€1K,1.0,3.0,3.0,Medium/ High,No,LM,€763K,1
12971,H. Camara,20,Saudi Arabia,63,77,Al Qadisiyah,€825K,€3K,1.0,3.0,2.0,High/ Low,No,ST,€1.9M,1
12972,Alberto Espeso,20,Spain,63,75,Real Sporting de Gijón,€575K,€1K,1.0,3.0,2.0,Medium/ Medium,No,LB,€1M,1
12974,S. Schimmer,24,Germany,63,67,SpVgg Unterhaching,€500K,€1K,1.0,4.0,2.0,Medium/ Medium,No,LS,€763K,1
12975,Paulo Vitor,19,Brazil,63,80,Albacete BP,€800K,€1K,1.0,3.0,3.0,Medium/ Medium,No,RW,€1.8M,1
12976,David Alba,19,Spain,63,74,Getafe CF,€550K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€1.3M,1
12977,R. Hedges,22,Wales,63,72,Barnsley,€575K,€2K,1.0,3.0,3.0,Medium/ Medium,No,RM,€1.1M,1
12979,W. Viitala,26,Finland,63,68,Malmö FF,€350K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€481K,1
12980,A. Al Najjar,21,Saudi Arabia,63,75,Al Ittihad,€650K,€5K,1.0,3.0,3.0,High/ Medium,No,RM,€1.2M,1
12981,Gonzalo Pereira,21,Spain,63,71,CF Reus Deportiu,€475K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CB,€831K,1
12982,M. Ristl,21,Germany,63,70,VfR Aalen,€450K,€1K,1.0,4.0,2.0,Medium/ Medium,No,CDM,€743K,1
12983,J. Lungi Sørensen,20,Denmark,63,74,Esbjerg fB,€625K,€2K,1.0,3.0,2.0,High/ Medium,No,RCM,€906K,1
12984,D. Tshiembe,26,Denmark,63,66,Hamilton Academical FC,€375K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€684K,1
12985,I. De Santis,21,Italy,63,75,Ascoli,€575K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CB,€1M,1
12986,L. Krogh Gerson,28,Luxembourg,63,63,IFK Norrköping,€300K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€375K,1
12987,V. Bindia,28,Senegal,63,63,Sandefjord Fotball,€290K,€1K,1.0,4.0,2.0,Medium/ Medium,No,RB,€363K,1
12988,A. Ferati,20,Germany,63,74,Hamburger SV,€625K,€2K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.1M,1
12989,M. Penney,20,England,63,79,Sheffield Wednesday,€725K,€4K,1.0,3.0,2.0,High/ Medium,No,LB,€1.8M,1
12990,A. Ibrahimaj,26,Germany,63,63,KFC Uerdingen 05,€400K,€2K,1.0,4.0,3.0,Medium/ Medium,No,RM,€580K,1
12991,R. Lamie,25,Scotland,63,68,Livingston FC,€400K,€1K,1.0,3.0,2.0,Medium/ Medium,No,LWB,€730K,1
12992,J. Smith,31,England,63,63,Crawley Town,€325K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CM,€569K,1
12993,D. Soto,19,Chile,63,78,CD Universidad de Concepción,€700K,€1K,1.0,3.0,2.0,High/ Medium,No,LB,€1.4M,1
12994,T. Vincensini,24,France,63,69,Valenciennes FC,€375K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€731K,1
12995,A. Al Barakah,27,Saudi Arabia,63,63,Al Fayha,€300K,€4K,1.0,3.0,2.0,Medium/ High,No,RCM,€495K,1
12996,D. Barreto,25,Paraguay,63,67,Alianza Petrolera,€475K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€677K,1
12997,A. Andrianarimanana,27,Madagascar,63,64,Kaizer Chiefs,€425K,€1K,1.0,4.0,2.0,High/ High,No,CM,€967K,1
12998,Ricardo Schutte,20,Portugal,63,72,Rio Ave FC,€575K,€2K,1.0,3.0,3.0,Medium/ Medium,No,ST,€1.3M,1
12999,D. Jubitana,19,Belgium,63,75,Waasland-Beveren,€650K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.1M,1
13000,M. Salas,20,Argentina,63,73,CD O'Higgins,€600K,€1K,1.0,3.0,2.0,High/ Low,No,LM,€930K,1
13001,C. Dummigan,22,Northern Ireland,63,72,Oldham Athletic,€475K,€3K,1.0,3.0,2.0,High/ Medium,No,RB,€926K,1
13002,R. Córdoba,28,Colombia,63,64,Jaguares de Córdoba,€325K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CB,€463K,1
13003,C. Lindquist,22,Norway,63,71,Strømsgodset IF,€450K,€1K,1.0,3.0,2.0,High/ Medium,No,RB,€653K,1
13004,S. Donnellan,21,Republic of Ireland,63,71,Yeovil Town,€475K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CB,€926K,1
13005,D. Kozica,25,Sweden,63,66,Djurgårdens IF,€475K,€1K,1.0,3.0,3.0,Medium/ Medium,No,RM,€629K,1
13006,T. Ephestion,23,France,63,70,US Orléans Loiret Football,€500K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CM,€975K,1
13007,W. Jordán,27,Colombia,63,63,Itagüí Leones FC,€400K,€1K,1.0,2.0,2.0,High/ Low,No,ST,€540K,1
13008,F. Jagiełło,20,Poland,63,71,Zagłębie Lubin,€550K,€1K,1.0,3.0,3.0,Medium/ Medium,No,LDM,€853K,1
13009,H. Storbæk,32,Norway,63,63,Sandefjord Fotball,€280K,€1K,1.0,3.0,2.0,Medium/ Medium,No,CM,€350K,1
13010,M. Mandron,23,France,63,70,Colchester United,€525K,€3K,1.0,3.0,3.0,High/ High,No,ST,€1M,1
13011,Robert Costa,24,Spain,63,72,RC Celta,€500K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€1.2M,1
13012,Borja Fernández,22,Spain,63,72,Miedź Legnica,€550K,€1K,1.0,3.0,3.0,Medium/ Medium,No,LCM,€853K,1
13013,Jang Dae Hee,24,Korea Republic,63,71,Jeonnam Dragons,€400K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€580K,1
13014,M. Barreiro,33,Argentina,63,63,Atlético Huila,€230K,€1K,1.0,3.0,2.0,Medium/ Medium,No,ST,€311K,1
13015,Kang Ji Hoon,21,Korea Republic,63,73,Gangwon FC,€525K,€1K,1.0,3.0,2.0,Medium/ Medium,No,RB,€761K,1
13016,M. Rasmussen,20,Norway,63,70,FC Nordsjælland,€525K,€3K,1.0,3.0,3.0,Medium/ Medium,No,LW,€761K,1
13017,F. Barboza,21,Argentina,63,75,Argentinos Juniors,€650K,€2K,1.0,3.0,3.0,Medium/ Low,No,RW,€1.1M,1
13018,Fábio Ferreira,29,Portugal,63,63,Perth Glory,€350K,€2K,1.0,4.0,3.0,High/ Low,No,RM,€438K,1
13019,Lee Jin Hyun,20,Korea Republic,63,73,Pohang Steelers,€600K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CM,€870K,1
13021,F. Lepore,32,Italy,63,63,Lecce,€200K,€1K,1.0,3.0,3.0,High/ Medium,No,RB,€310K,1
13022,A. Bah,20,Denmark,63,75,SønderjyskE,€650K,€2K,1.0,3.0,3.0,Medium/ High,No,RM,€943K,1
13024,J. Hjorth,23,Denmark,63,72,Vendsyssel FF,€500K,€2K,1.0,3.0,2.0,Medium/ High,No,CB,€725K,1
13025,E. Frederiksen,17,Denmark,63,77,SC Heerenveen,€725K,€1K,1.0,2.0,3.0,Medium/ Medium,No,CAM,€1.5M,1
13026,G. Ingrosso,29,Italy,63,64,Ascoli,€325K,€1K,1.0,2.0,2.0,Medium/ Medium,No,CB,€528K,1
13028,Bae Ki Jong,35,Korea Republic,63,63,Gyeongnam FC,€160K,€1K,1.0,3.0,3.0,Medium/ Low,No,LW,€200K,1
13029,Jorge Félix,26,Spain,63,63,Piast Gliwice,€400K,€2K,1.0,3.0,3.0,Medium/ Medium,No,LM,€540K,1
13031,A. Layouni,25,Sweden,63,64,FK Bodø/Glimt,€450K,€1K,1.0,4.0,3.0,Medium/ Medium,No,LW,€596K,1
13032,J. Salazar,21,Colombia,63,78,Millonarios FC,€800K,€1K,1.0,3.0,3.0,Medium/ Medium,No,RM,€1.6M,1
13033,M. Kallesøe,21,Denmark,63,73,Randers FC,€600K,€2K,1.0,3.0,3.0,High/ High,No,RM,€870K,1
13034,L. Sierra,30,Colombia,63,63,Once Caldas,€270K,€1K,1.0,3.0,2.0,Medium/ High,No,CDM,€365K,1
13035,R. Guder,23,Germany,63,69,SV Wehen Wiesbaden,€525K,€2K,1.0,4.0,2.0,Medium/ Medium,No,ST,€866K,1
13036,S. Bywater,37,England,63,63,Burton Albion,€20K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€35K,1
13037,A. Bangoura,22,Guinea,63,71,Al Fateh,€550K,€5K,1.0,3.0,3.0,Medium/ Medium,No,RM,€1M,1
13038,Chema,20,Spain,63,75,UD Almería,€650K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.1M,1
13039,O. Kudryk,21,Ukraine,63,73,Shakhtar Donetsk,€450K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€1M,1
13040,D. Todorovic,21,Bosnia Herzegovina,63,74,FC Red Bull Salzburg,€550K,€4K,1.0,3.0,2.0,Medium/ Medium,No,RB,€935K,1
13041,D. Denić,22,Serbia,63,73,Rosenborg BK,€575K,€1K,1.0,3.0,3.0,Medium/ High,No,CM,€863K,1
13042,P. Cowan-Hall,27,England,63,63,Wycombe Wanderers,€375K,€2K,1.0,3.0,3.0,High/ Medium,No,RM,€656K,1
13043,P. McGinn,27,Scotland,63,63,St. Mirren,€300K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RM,€525K,1
13045,D. Hümmet,21,Turkey,63,70,Trelleborgs FF,€525K,€1K,1.0,3.0,2.0,High/ Low,No,RS,€761K,1
13046,A. Mora,20,Mexico,63,71,Deportivo Toluca,€475K,€3K,1.0,3.0,2.0,Low/ High,No,CB,€903K,1
13047,K. Magennis,19,Scotland,63,78,St. Mirren,€775K,€1K,1.0,3.0,3.0,Medium/ Medium,No,CM,€1.8M,1
13048,J. Mountney,25,Republic of Ireland,63,66,Dundalk,€475K,€1K,1.0,3.0,3.0,Medium/ Low,No,RM,€772K,1
13049,P. Pflücke,21,Germany,63,74,KFC Uerdingen 05,€625K,€1K,1.0,4.0,3.0,Medium/ Medium,No,CAM,€1M,1
13050,N. Falasco,24,Italy,63,66,Perugia,€375K,€1K,1.0,2.0,2.0,Medium/ Medium,No,LB,€609K,1
13051,A. Skovgaard,21,Denmark,63,73,FC Nordsjælland,€525K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€761K,1
13052,F. Al Yamani,28,Saudi Arabia,63,63,Al Faisaly,€300K,€5K,1.0,4.0,3.0,Medium/ Medium,No,CDM,€495K,1
13053,C. Maboulou,28,Congo,63,63,AS Nancy Lorraine,€375K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CAM,€656K,1
13054,R. McCabe,25,Scotland,63,65,Sligo Rovers,€450K,€1K,1.0,4.0,2.0,Medium/ Medium,No,RCM,€731K,1
13055,M. McNulty,37,Republic of Ireland,63,63,Cork City,€20K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€31K,1
13056,L. Corti,37,Argentina,63,63,San Martín de San Juan,€20K,€2K,1.0,3.0,1.0,Medium/ Medium,No,GK,€29K,1
13057,E. Parish,28,England,63,64,Dundee FC,€300K,€1K,1.0,2.0,1.0,Medium/ Medium,Yes,GK,€548K,1
13058,R. Tongyik,21,Australia,63,71,Western Sydney Wanderers,€475K,€1K,1.0,2.0,2.0,High/ Medium,No,CB,€689K,1
